x,y,z
60,152,-1104
7,-80,-1098
40,-130,-944
-66,50,-835
35,121,-981
-1,-46,-1061
5,13,-1079
-58,140,-1016
37,179,-1098
29,-81,-1085
-23,-121,-929
-105,46,-858
11,117,-985
-54,-5,-1075
-31,-1,-1073
-142,208,-1003
60,158,-1102
1,-58,-1139
15,-169,-948
-64,62,-839
29,130,-946
9,-13,-1097
-23,-39,-1067
-72,169,-1011
103,121,-1075
23,5,-1102
50,-138,-997
-85,3,-868
23,101,-913
11,44,-1067
-27,-21,-1042
-81,81,-1005
40,177,-1083
-33,56,-1122
89,-148,-1007
-130,-3,-815
-13,115,-911
-33,46,-1071
11,-64,-1102
-103,99,-1013
19,187,-1054
-5,70,-1126
42,-201,-1018
-138,-19,-841
35,146,-903
-19,70,-1036
31,-60,-1059
-81,64,-1018
66,208,-1087
17,50,-1112
60,-95,-1034
-48,-80,-870
9,138,-894
-5,60,-1052
35,-44,-1067
-62,52,-1044
56,201,-1071
31,74,-1126
105,-109,-997
-64,-76,-878
15,117,-839
5,68,-1046
39,-31,-1087
-44,13,-1036
-3,222,-1028
7,80,-1106
68,-85,-1073
-91,-62,-895
-9,91,-874
-5,68,-1016
-3,-42,-1075
-81,5,-1056
-5,199,-1077
39,111,-1128
101,-91,-1075
-68,-54,-882
29,46,-851
-3,64,-995
93,-19,-1108
-68,-9,-1050
-21,210,-1036
21,52,-1104
17,-3,-1081
-33,-83,-915
-29,66,-847
0,50,-966
-5,27,-1102
-52,13,-1059
-35,171,-1032
56,85,-1104
23,-62,-1118
-21,-81,-917
-58,35,-819
15,46,-981
-37,-15,-1050
-42,37,-1067
-50,132,-1026
1,156,-1136
27,-44,-1108
-21,-109,-913
-54,40,-804
7,70,-997
3,27,-1102
-31,-15,-1077
-68,144,-1038
52,128,-1106
-3,-27,-1120
-17,-64,-962
-48,1,-888
11,76,-935
5,-31,-1059
-50,40,-1028
-46,99,-1022
66,117,-1128
1,15,-1112
3,-103,-958
-113,-33,-821
27,107,-913
13,46,-1085
-15,21,-1093
-54,42,-1034
35,181,-1083
-3,62,-1132
68,-126,-1020
-93,-40,-839
85,70,-913
0,87,-1057
76,1,-1112
-64,60,-1003
93,136,-1065
33,23,-1118
105,-87,-1015
-89,-39,-841
54,78,-915
-58,81,-1046
33,-35,-1057
-111,85,-1018
44,179,-1081
-13,17,-1147
35,-85,-983
-101,-72,-845
-21,101,-899
-13,70,-1083
-3,-5,-1079
-74,64,-1020
17,109,-1026
-50,99,-1120
66,-93,-1044
-81,-58,-919
9,54,-866
-27,35,-1040
7,33,-1022
-27,-3,-1024
21,187,-1069
11,103,-1167
66,-48,-1056
-95,-64,-862
19,31,-862
-17,95,-1044
54,19,-1102
-48,-15,-1040
-3,130,-1030
33,105,-1118
74,-56,-1075
-78,-87,-874
0,7,-860
-33,81,-966
29,39,-1075
-81,39,-1028
13,113,-1048
9,99,-1104
40,-27,-1081
-21,-105,-921
-52,80,-862
21,27,-997
-17,11,-1054
-74,54,-1069
1,113,-1061
25,142,-1118
54,-29,-1079
-17,-95,-899
0,23,-810
70,54,-1005
33,27,-1083
44,25,-1067
-33,42,-1020
31,128,-1087
64,-23,-1098
-9,-42,-946
-15,-11,-856
-15,83,-962
21,3,-1061
-42,-5,-1042
-72,156,-1044
81,83,-1143
29,-23,-1138
-5,-64,-938
-89,-5,-837
19,105,-944
-17,-23,-1098
-35,48,-1067
-72,95,-1040
39,140,-1091
-23,11,-1095
27,-70,-966
-95,-29,-856
-1,103,-925
-19,23,-1093
-42,48,-1075
-50,40,-1056
27,183,-1065
31,1,-1134
40,-70,-1003
-62,-56,-878
27,113,-921
29,39,-1063
25,-7,-1083
-97,89,-1005
58,156,-1093
23,0,-1126
101,-76,-977
-124,-35,-813
29,107,-915
-52,7,-1069
72,17,-1085
-132,89,-1026
31,158,-1073
-46,25,-1108
64,-81,-1016
-126,-37,-899
-7,91,-927
-44,15,-1026
5,-5,-1034
-87,74,-1038
11,130,-1071
-9,93,-1159
50,-66,-1007
-95,-80,-870
-1,81,-843
62,25,-1052
48,13,-1081
-44,0,-1036
27,195,-1052
58,78,-1153
119,-80,-1050
-81,-35,-892
35,19,-880
-5,122,-1024
89,-39,-1077
-60,11,-1016
31,156,-1059
42,64,-1136
74,-19,-1034
-39,-146,-860
-15,39,-849
-21,89,-979
3,19,-1073
-140,52,-1036
-3,124,-1069
-33,80,-1141
64,-13,-1042
-111,-121,-866
-31,99,-849
-17,15,-1026
37,64,-1093
-64,-11,-1083
-11,138,-1040
-29,130,-1097
66,-33,-1061
-56,-83,-933
5,21,-884
-21,72,-995
33,15,-1030
-42,3,-1030
-21,117,-1030
23,156,-1124
95,-25,-1071
-58,-115,-933
-17,37,-819
-31,78,-987
56,72,-1095
-37,-39,-1069
-37,156,-1015
7,119,-1118
78,-17,-1104
-46,-130,-911
-31,-19,-874
-29,81,-944
50,40,-1075
-50,-15,-1028
-5,130,-1069
7,144,-1057
35,-15,-1126
-44,-144,-946
-50,29,-888
-48,111,-927
13,66,-1114
-42,-29,-1071
-42,89,-1024
-31,142,-1061
50,21,-1124
17,-89,-995
-42,-27,-841
-21,105,-935
11,85,-1079
0,-54,-1065
-48,113,-983
23,99,-1097
52,35,-1130
0,-115,-981
-21,-46,-872
-29,146,-938
35,58,-1057
3,-27,-1044
-44,80,-1016
7,160,-1097
40,97,-1153
46,-74,-993
-68,-64,-841
-11,64,-897
27,25,-1097
-23,15,-1077
-60,33,-1034
-11,152,-1050
37,83,-1122
33,-101,-999
-87,-52,-858
-11,107,-905
-31,70,-1052
-29,13,-1050
-89,3,-1028
-5,171,-1108
11,113,-1128
31,-64,-1028
-109,-99,-868
-25,87,-901
-50,87,-1056
33,-29,-1104
-109,35,-1032
33,142,-1050
9,58,-1097
111,-87,-1028
-89,-66,-878
17,91,-878
21,25,-1020
87,17,-1095
-60,11,-1024
40,204,-1069
-5,13,-1128
62,7,-1059
-72,-126,-905
-40,83,-888
-11,5,-997
-3,3,-1052
-85,37,-1022
-11,136,-1056
0,72,-1126
70,-56,-1056
-87,-54,-886
-11,52,-849
-19,83,-1005
40,-25,-1067
-68,13,-1063
-5,163,-1052
3,80,-1124
87,-91,-1091
-80,-40,-927
0,42,-868
-25,115,-993
109,-46,-1057
-54,42,-1034
29,167,-1067
19,130,-1102
144,-76,-1110
-44,-99,-903
-13,72,-843
33,37,-958
35,-37,-1089
-9,-15,-1054
-52,214,-1018
17,150,-1100
54,-85,-1087
-48,-68,-915
-33,62,-851
-42,93,-981
27,-13,-1057
-54,-19,-1073
-52,160,-1028
-19,121,-1108
48,-15,-1100
-15,-115,-964
-81,27,-853
-19,68,-981
-3,46,-1034
-25,1,-1061
-83,105,-1018
9,152,-1104
66,-9,-1104
7,-99,-968
-62,-3,-817
19,95,-968
39,-1,-1077
-29,-3,-1071
-40,119,-1038
21,140,-1097
40,54,-1138
33,-105,-993
-44,-31,-868
-25,91,-895
50,-9,-1042
-23,-5,-1028
-66,80,-1026
27,115,-1095
9,72,-1143
56,-95,-972
-124,-40,-835
25,126,-884
-1,21,-1067
11,31,-1104
-89,13,-1050
3,224,-1085
-1,56,-1124
91,-85,-1009
-87,-76,-868
35,80,-905
0,101,-1032
74,-17,-1104
-37,5,-1044
5,201,-1059
35,80,-1122
72,-74,-1036
-66,-109,-882
-1,70,-874
-23,85,-1018
40,-17,-1075
-83,42,-1032
23,140,-1073
0,85,-1134
58,-60,-1009
-85,-42,-884
1,48,-890
-33,91,-1057
91,-13,-1093
-76,-25,-1040
-3,146,-1022
-42,99,-1116
80,-39,-1056
-76,-121,-913
-19,54,-874
-33,148,-1007
33,-21,-1028
-44,-19,-1030
-35,167,-1032
19,181,-1159
74,-76,-1083
-64,-99,-913
-19,9,-876
-56,158,-1015
85,-50,-1089
-109,-31,-1034
-56,156,-1016
-7,165,-1116
89,-68,-1077
-74,-150,-915
-42,29,-841
-29,171,-970
78,-25,-1089
-89,-23,-1042
-25,122,-1016
-13,156,-1095
91,-40,-1122
-78,-91,-935
-40,33,-868
-3,111,-983
21,23,-1028
-37,-31,-1075
-50,121,-1020
78,154,-1130
81,-52,-1071
-7,-115,-956
-40,1,-800
44,109,-993
46,64,-1083
21,-56,-1083
-29,117,-989
64,136,-1083
66,48,-1093
-13,-134,-970
-46,5,-880
-29,158,-958
56,-13,-1073
-97,31,-1009
-58,85,-1032
-1,150,-1100
40,-5,-1151
-31,-76,-958
-56,-33,-849
-50,72,-907
72,15,-1071
-76,15,-1042
-40,80,-1028
9,142,-1091
11,95,-1112
29,-113,-976
-74,-29,-853
58,85,-921
15,66,-1063
-42,0,-1075
-60,21,-1036
27,165,-1059
58,68,-1141
21,-91,-1013
-44,-44,-878
1,103,-895
25,62,-1044
-13,-50,-1048
-50,46,-1011
29,162,-1083
29,52,-1143
-9,-89,-979
-52,-66,-849
-29,119,-880
-25,80,-1067
0,13,-1089
-68,13,-1059
-21,171,-1075
-48,74,-1114
42,-56,-1038
-68,-91,-888
-9,76,-888
-23,40,-1005
33,-17,-1065
-62,23,-1020
19,169,-1085
-1,107,-1136
117,-85,-1030
-80,-68,-874
13,80,-872
-3,111,-1032
23,-9,-1085
-29,-21,-1063
-13,136,-1050
5,142,-1104
85,-62,-1052
-76,-74,-894
7,33,-856
-39,101,-1018
87,5,-1106
-68,-3,-1030
-17,136,-1028
-5,122,-1120
81,-40,-1073
-72,-154,-901
-64,81,-856
-60,91,-987
54,-5,-1077
-93,-15,-1026
-31,126,-1061
-13,165,-1128
117,-29,-1098
-48,-152,-894
-15,78,-856
29,91,-993
46,37,-1097
-54,-81,-1089
9,156,-1048
-9,163,-1089
121,-3,-1102
-74,-160,-942
9,7,-849
-27,113,-936
50,31,-1034
-25,-76,-1056
-48,126,-1024
9,181,-1130
33,-7,-1104
-80,-126,-944
-50,-3,-806
-54,177,-981
40,-31,-1091
-78,-33,-1087
-64,132,-1011
9,150,-1112
27,46,-1093
-33,-162,-948
-58,17,-841
-31,97,-942
83,35,-1075
-72,-35,-1069
3,56,-1036
-33,158,-1075
56,62,-1132
-56,-162,-979
-80,15,-868
0,124,-925
46,70,-1067
-27,-78,-1087
-54,99,-995
-3,185,-1067
56,33,-1106
9,-163,-1001
-66,-44,-843
-25,154,-929
89,64,-1069
11,-39,-1095
-1,74,-983
-5,148,-1040
117,56,-1118
-27,-177,-1001
-37,19,-872
-27,138,-927
115,70,-1054
-54,-48,-1061
-17,113,-999
27,177,-1093
105,44,-1147
23,-124,-1001
-46,-29,-864
-9,113,-913
72,46,-1091
-19,-35,-1057
-52,23,-1005
-21,206,-1020
54,68,-1110
7,-142,-1032
-85,-40,-878
-17,103,-899
-9,124,-1030
-19,-56,-1077
-46,7,-1001
-52,199,-1065
33,130,-1157
0,-119,-1059
-68,-81,-907
-40,115,-890
0,132,-1030
13,-64,-1089
-60,11,-1026
-15,165,-1038
39,89,-1122
35,-72,-1042
-50,-107,-899
-52,109,-886
15,85,-1024
11,-29,-1056
-40,23,-1052
-44,144,-1034
13,169,-1122
39,-103,-1065
-52,-101,-942
-66,95,-860
13,140,-1024
3,-40,-1040
-39,-37,-1048
-50,169,-1028
9,167,-1100
89,-76,-1091
-76,-156,-929
-62,95,-853
9,122,-1009
48,-33,-1083
-48,-37,-1036
-44,169,-1013
39,169,-1106
64,-62,-1100
-9,-101,-966
-29,19,-866
-21,162,-958
111,-35,-1073
-52,-52,-1020
11,142,-1069
33,156,-1120
66,19,-1122
-33,-169,-936
-74,7,-849
3,132,-933
66,-15,-1057
-13,-42,-1052
-54,103,-999
1,187,-1097
9,35,-1106
-11,-167,-977
-101,33,-845
-1,124,-958
-21,54,-1024
-31,-46,-1087
-76,107,-1030
9,154,-1104
33,-21,-1128
-25,-83,-983
-42,-70,-835
-44,169,-925
70,-5,-1063
-11,-46,-1048
-60,134,-1016
39,113,-1098
42,60,-1139
21,-99,-962
-99,-39,-849
-68,130,-936
-29,46,-1087
-117,-5,-1073
-142,-1,-1003
-124,185,-1067
-105,85,-1118
-97,-109,-1003
-308,-39,-870
-136,91,-909
-177,25,-1015
-158,11,-1052
-269,-40,-995
-191,224,-1073
-89,78,-1143
-132,-121,-1024
-277,-19,-851
-163,60,-919
-488,50,-1120
-48,-54,-962
-614,109,-1089
-812,163,-1163
-673,-56,-1083
-402,5,-1011
-952,-9,-868
-1052,62,-1038
-685,-9,-860
-653,-54,-1009
-847,163,-987
-913,37,-1042
-677,54,-1065
-612,-85,-1073
-730,15,-958
-610,91,-878
-480,-25,-1089
-486,76,-1057
-478,17,-1075
-292,228,-1097
-138,-35,-1192
-113,-44,-1102
-290,-52,-948
-91,66,-837
-44,-11,-1028
-68,3,-1091
-173,15,-1067
-78,177,-1048
-107,72,-1159
-66,-44,-1114
-169,-78,-890
78,101,-815
-56,27,-1001
193,-31,-938
212,35,-929
325,185,-1030
290,66,-1149
322,-21,-1081
374,-111,-815
255,78,-964
290,95,-1007
234,-11,-1079
115,44,-1147
152,105,-1097
89,179,-1128
132,-5,-1067
-39,-148,-888
-64,3,-759
-93,95,-925
-52,68,-1013
-121,-37,-1036
-117,105,-1013
-179,230,-1093
-5,0,-1095
-103,-99,-962
-50,-15,-866
-115,136,-991
-17,15,-1056
-83,-52,-1089
-93,76,-1022
-52,134,-1141
-64,-44,-1106
-208,-80,-946
-138,-31,-831
-218,121,-977
-138,7,-1108
-206,-40,-1141
-132,81,-1038
-105,152,-1138
-89,31,-1098
-126,-105,-976
-78,-23,-868
-165,122,-923
-62,-3,-1056
-204,-29,-1028
-78,44,-1050
-152,201,-1079
-54,35,-1143
-115,-126,-976
-101,-35,-827
-64,91,-907
0,33,-1081
-95,-25,-1091
-23,33,-1038
-66,230,-1071
15,54,-1097
-58,-97,-987
-25,-56,-858
-54,175,-915
11,74,-1028
-25,-29,-1069
27,9,-1016
1,218,-1044
93,44,-1104
64,-107,-1057
33,-81,-856
-1,169,-892
91,21,-1038
-5,-33,-1046
13,31,-1015
35,177,-1073
101,44,-1128
40,-117,-1015
-5,-62,-854
-27,185,-862
132,31,-1093
3,-9,-1087
60,5,-1038
19,226,-1061
109,95,-1139
50,-99,-1038
3,-54,-923
0,101,-890
23,72,-1038
-17,-40,-1038
-25,-21,-1011
-37,224,-1052
78,70,-1143
29,-80,-1048
-27,-80,-886
-5,95,-864
50,101,-1016
23,-50,-1098
-50,-13,-1028
-31,242,-1061
56,119,-1126
5,-70,-1077
-48,-126,-901
-66,107,-839
-1,126,-997
-44,-31,-1071
-52,-35,-1015
-42,160,-1022
-17,179,-1120
17,-70,-1116
-68,-140,-925
-72,87,-839
-21,107,-993
-60,0,-1081
-58,-33,-1063
-66,142,-1032
-5,156,-1139
13,-44,-1114
-66,-124,-892
-42,58,-835
0,152,-1015
-1,-11,-1069
-9,-68,-1075
-66,167,-1009
46,169,-1112
72,-54,-1097
-11,-117,-942
-25,-15,-839
-15,160,-993
27,-13,-1040
-48,-64,-1046
-56,160,-1001
35,165,-1122
66,-39,-1122
-9,-115,-935
-33,40,-858
11,128,-976
76,-15,-1097
-56,-25,-1054
-1,101,-1026
19,201,-1093
50,27,-1108
17,-142,-976
-44,1,-835
5,150,-954
33,5,-1038
-33,-39,-1054
-35,68,-1007
-11,201,-1093
46,35,-1118
-27,-111,-989
-23,-23,-880
-25,138,-950
11,60,-1071
-35,-78,-1069
-48,115,-1013
-11,163,-1083
50,31,-1134
-33,-150,-987
-37,-31,-856
-44,169,-919
11,17,-1040
-60,-54,-1052
-64,46,-1018
-3,199,-1079
-3,81,-1106
31,-132,-1003
-66,-44,-874
-23,150,-946
11,19,-1059
-52,-39,-1052
-42,35,-1020
-21,197,-1083
13,81,-1139
5,-144,-1001
-40,-37,-872
5,128,-907
31,60,-1063
-27,-66,-1063
-25,19,-1032
-29,224,-1028
54,74,-1110
13,-126,-1026
-29,-54,-874
21,136,-901
1,99,-1032
23,-58,-1079
-50,-11,-1015
-5,232,-1073
48,109,-1120
54,-109,-1038
-29,-87,-888
-27,132,-888
46,68,-1040
15,-62,-1102
-39,-3,-1015
5,183,-1009
52,132,-1114
37,-103,-1016
-21,-89,-886
-39,150,-874
35,80,-1050
-37,-17,-1083
-29,-25,-1030
-13,187,-1050
7,163,-1093
58,-91,-1081
-66,-99,-897
-5,97,-911
-5,93,-1048
-25,-40,-1081
-48,-11,-1013
-44,199,-1052
-7,128,-1097
27,-74,-1057
-37,-144,-892
-31,115,-882
1,142,-1032
-15,-66,-1122
-66,-5,-1016
-19,183,-1018
-21,175,-1081
37,-91,-1085
-228,-160,-942
-9,146,-778
-527,261,-1098
-616,-224,-1093
-267,-80,-911
-763,281,-1134
-929,193,-1077
-1020,-181,-1212
-788,-160,-849
-1233,124,-810
-1249,284,-878
-1214,-220,-1048
-1241,-54,-944
-1311,177,-1009
-1362,318,-1106
-1139,-144,-1132
-1294,-288,-1034
-1223,173,-917
-1298,271,-1022
-927,-99,-1038
-1143,-302,-1104
-1040,277,-1116
-1089,345,-1223
-706,-167,-1130
-940,-407,-1020
-872,191,-905
-929,292,-890
-716,-208,-1024
-817,-240,-1106
-858,187,-1087
-899,476,-1130
-804,-261,-1241
-940,-281,-1009
-997,117,-804
-1065,448,-851
-974,-255,-1016
-1118,-230,-1020
-1108,199,-942
-1233,499,-1046
-1106,-240,-1118
-1179,-515,-968
-1358,187,-819
-1237,427,-864
-1202,-21,-1052
-1255,-376,-1104
-1354,240,-1050
-1344,443,-1059
-1237,-83,-1202
-1229,-468,-1050
-1385,111,-976
-1321,532,-884
-1179,-111,-1079
-985,-413,-1028
-1081,183,-981
-1108,595,-985
-985,-204,-1194
-1018,-476,-1161
-1134,-19,-985
-1233,605,-872
-1015,-179,-1059
-1216,-327,-1120
-1032,126,-1013
-1307,630,-962
-958,-187,-1040
-1282,-445,-1085
-1083,-9,-845
-1300,478,-745
-1132,-35,-964
-1159,-378,-1153
-1200,232,-1081
-1413,501,-1143
-1223,-64,-1093
-1225,-501,-1112
-1446,95,-1009
-1387,351,-858
-1462,-138,-1095
-1362,-327,-1147
-1565,185,-1175
-1520,591,-854
-1423,-171,-974
-1186,-406,-948
-1192,-105,-1073
-1341,433,-849
-1364,-5,-1102
-1095,-134,-1100
-1046,19,-1116
-1346,335,-915
-1311,-68,-1192
-1315,-191,-1200
-1202,-39,-956
-1508,392,-782
-1173,-15,-1024
-1262,-242,-968
-1138,-195,-966
-1362,472,-870
-1030,-103,-1085
-1100,33,-1149
-1231,-218,-1063
-1305,370,-800
-1216,-329,-1050
-1321,-23,-1108
-1323,320,-1122
-1489,251,-989
-1114,-238,-1194
-1415,-103,-1180
-1350,261,-936
-1372,46,-687
-1225,-72,-819
-1165,-160,-1083
-1462,27,-1097
-1255,267,-956
-1298,-76,-1319
-1089,-119,-1292
-1204,0,-976
-1383,392,-829
-1448,-224,-913
-1188,78,-843
-1173,-25,-1221
-1413,439,-929
-1311,-255,-1087
-1102,103,-1124
-1413,-148,-1097
-1438,236,-659
-1325,-68,-858
-1124,-162,-1052
-1487,-21,-1169
-1243,152,-952
-1294,165,-1329
-1038,-5,-1262
-1444,-1,-1071
-1011,277,-603
-1216,-226,-739
-1106,-251,-1089
-1426,-70,-1011
-1192,454,-944
-1401,23,-1175
-1165,-413,-1434
-1321,95,-987
-1214,310,-751
-1303,142,-936
-1104,-296,-954
-1239,302,-1196
-1028,29,-915
-962,292,-1171
-739,-234,-1202
-864,-35,-942
-1007,3,-601
-716,136,-696
-767,-247,-1132
-607,-167,-1249
-936,300,-1106
-665,220,-1198
-599,9,-1192
-521,-3,-823
-607,-105,-749
-413,25,-841
-587,0,-1009
-419,232,-911
-294,-230,-1104
-251,300,-1102
-366,-101,-1151
-380,62,-866
-35,95,-845
-253,76,-938
-80,-187,-1241
-158,255,-1011
15,165,-958
-109,300,-1188
89,-423,-1147
-134,-162,-800
-189,11,-755
-107,121,-839
-95,304,-1042
58,-253,-1079
-437,267,-1155
-37,335,-829
-136,165,-1243
48,-117,-1173
-376,-95,-866
-158,-220,-810
-83,-130,-1091
-193,329,-948
-146,107,-895
-255,191,-1052
-126,11,-1116
-130,-17,-1046
3,-76,-915
-259,-177,-997
-3,394,-864
83,-144,-1028
23,68,-1145
81,-121,-1175
109,253,-1028
230,140,-1182
-46,54,-903
201,-105,-774
269,-74,-872
152,56,-1089
115,242,-981
-7,81,-1001
796,19,-1151
160,-361,-1116
708,31,-757
794,339,-806
530,-81,-1177
1259,-208,-675
1319,-31,-1139
1585,607,-1089
1198,128,-1073
1610,-320,-1118
1774,-339,-974
1104,691,-946
1479,-15,-802
1399,-54,-979
1586,-333,-1331
878,568,-1110
1493,193,-706
1054,-304,-1104
1292,-187,-1075
1120,93,-735
1327,474,-657
1024,132,-1081
886,-324,-1081
1020,404,-938
856,296,-929
964,-515,-1280
726,-187,-964
909,423,-817
675,472,-880
927,-343,-1003
1044,-226,-1075
829,540,-911
884,540,-997
1112,-556,-1208
1229,-650,-1155
772,687,-763
1034,499,-767
1163,-85,-1120
1354,-523,-1179
927,257,-1028
1139,411,-1153
1354,-273,-1206
1321,-158,-956
1423,117,-626
1278,247,-771
1588,-331,-997
1362,-48,-1143
1536,288,-931
1200,374,-1225
1571,-642,-1085
1149,70,-1175
1186,-1,-536
974,343,-870
1220,-591,-1239
909,152,-1339
1114,646,-835
847,579,-880
1097,-548,-1110
1073,-618,-1013
870,493,-653
952,599,-743
970,-363,-1266
1300,-390,-1350
819,603,-958
1399,560,-792
1259,-322,-1177
1452,-687,-1106
1063,169,-776
1208,421,-737
1413,-101,-1286
1446,-76,-1331
1253,552,-825
1278,439,-710
1682,-339,-1030
1588,-363,-1167
1586,259,-743
1235,491,-958
1852,-540,-1227
1235,-216,-1305
1493,515,-757
1241,575,-964
1678,-448,-977
1356,-281,-1003
1266,402,-903
1251,476,-915
1499,-519,-1173
1288,-83,-1003
1095,427,-948
1143,406,-985
1081,-302,-1138
1194,-458,-1114
919,267,-989
1085,486,-938
1112,-121,-1136
1249,-138,-1056
1284,72,-993
1180,632,-895
1389,-447,-1020
1356,-81,-1100
1342,181,-1036
1182,273,-1009
1438,-283,-981
1262,-39,-1102
1341,322,-979
1200,396,-962
1368,-345,-1153
1280,-121,-1202
1251,179,-888
1069,284,-751
1360,-388,-874
1307,-31,-1067
1290,407,-931
1237,396,-870
1497,-378,-1073
1387,-109,-1223
1395,115,-903
1202,310,-827
1368,-378,-1022
1202,78,-1192
1270,406,-1075
1032,365,-1026
1378,-265,-1034
1157,-257,-1159
1212,238,-835
1114,126,-802
1344,-269,-901
1206,-83,-1194
1182,462,-1050
1087,271,-995
1235,-204,-1138
1138,-64,-1200
1200,169,-952
979,183,-802
1036,-244,-976
1132,48,-1165
977,343,-1056
925,228,-880
1038,-302,-964
997,-62,-1077
917,195,-868
794,142,-806
823,-126,-1009
860,15,-1212
753,283,-1038
593,203,-923
720,-142,-1069
642,-54,-1157
577,37,-974
327,97,-786
452,-62,-935
425,46,-1122
327,119,-1044
222,208,-882
279,-50,-1016
325,-60,-1196
218,19,-1038
156,7,-853
146,68,-964
263,-25,-1138
113,107,-1030
91,169,-901
99,64,-1020
156,-31,-1093
48,-37,-958
39,-27,-808
23,95,-858
160,-11,-993
33,74,-923
66,91,-882
83,140,-1005
220,-54,-1100
163,-52,-915
101,-130,-702
99,89,-704
224,95,-899
146,62,-903
122,-44,-829
124,165,-847
257,23,-962
208,-80,-849
154,-81,-644
148,3,-644
224,70,-870
167,44,-921
140,15,-882
146,142,-894
177,113,-952
212,-121,-880
33,-91,-624
121,64,-630
126,124,-854
152,-3,-968
48,-31,-876
74,146,-833
146,87,-909
171,-74,-888
52,-109,-669
52,68,-644
117,105,-841
136,-17,-987
0,5,-841
46,35,-817
66,134,-854
134,-150,-864
0,-126,-650
7,74,-646
56,83,-813
103,-78,-940
-42,0,-841
37,95,-841
60,115,-936
132,-81,-909
-5,-208,-696
11,39,-593
33,113,-825
109,-52,-944
-40,-83,-892
-21,146,-778
40,105,-892
105,-83,-899
-35,-117,-737
9,-13,-677
-19,138,-849
126,-29,-919
-39,-64,-884
21,152,-813
9,126,-915
134,-91,-948
-44,-177,-702
-40,25,-566
-31,109,-745
58,1,-927
-70,-50,-847
-72,80,-737
-39,191,-800
58,-80,-884
-91,-119,-710
-89,-3,-571
-85,163,-671
-15,-48,-888
-154,-13,-835
-91,58,-691
-109,216,-772
-21,-64,-890
-99,-158,-698
-78,15,-546
-39,124,-669
9,0,-880
-60,-58,-808
-39,25,-732
-1,230,-901
87,-9,-991
52,-175,-782
-15,-5,-550
35,150,-683
138,85,-890
11,-27,-892
13,23,-798
-15,142,-874
111,-39,-907
-7,-124,-708
-23,-5,-564
-3,122,-651
74,31,-815
-3,-83,-753
5,70,-726
40,140,-767
142,13,-874
31,-152,-689
25,-126,-525
-3,101,-579
89,62,-843
-3,-15,-827
-5,54,-751
-9,171,-802
101,60,-864
70,-124,-767
-31,-109,-581
0,74,-612
33,-1,-839
0,-35,-872
-37,9,-763
-37,212,-780
44,25,-892
7,-173,-817
-54,-93,-636
-33,70,-614
23,66,-794
1,-58,-837
-66,23,-749
-25,142,-812
33,44,-856
-5,-142,-761
-58,-138,-554
-66,81,-527
15,46,-765
-54,-70,-827
-52,-5,-788
-85,50,-726
56,25,-810
-7,-105,-732
-29,-70,-579
-52,5,-579
-5,95,-726
-19,-56,-798
-33,-29,-792
-62,128,-769
42,64,-880
29,-91,-817
-68,-50,-618
-9,-23,-601
-19,25,-757
33,-27,-890
-56,7,-810
-27,122,-792
33,107,-819
39,-85,-808
-39,-70,-630
-35,-29,-579
-13,93,-730
21,-44,-858
-64,9,-788
-21,74,-708
1,124,-786
21,-11,-790
1,-111,-612
-54,-17,-517
19,91,-659
1,0,-788
-13,-60,-784
-31,40,-743
5,171,-812
31,-15,-821
-13,-89,-593
-52,-29,-536
-7,105,-708
40,31,-831
-37,-54,-796
-46,15,-761
3,83,-833
31,-21,-874
-23,-85,-702
-25,42,-607
-48,169,-669
62,-35,-780
-91,-27,-794
9,56,-792
-50,122,-821
66,-107,-866
-5,-160,-650
-37,-50,-503
-66,199,-564
46,33,-747
-15,-95,-810
-21,9,-743
-21,152,-769
44,-60,-765
23,-183,-681
-35,-64,-486
9,111,-552
33,66,-761
-17,-17,-806
-7,-58,-751
-15,204,-790
64,-37,-821
33,-195,-667
-42,-54,-507
-31,167,-562
25,58,-812
-27,-44,-901
-48,-35,-778
-9,142,-802
13,60,-813
13,-150,-706
-66,-70,-515
-58,181,-573
46,39,-849
-21,-66,-919
-15,-48,-825
-44,91,-720
29,134,-753
62,-83,-692
-56,-85,-603
27,111,-616
-13,31,-813
39,-111,-833
-44,-40,-722
-21,158,-669
15,119,-788
52,-115,-739
-48,-189,-634
-7,0,-601
-31,99,-796
46,-35,-841
-99,21,-710
-40,247,-677
-42,117,-808
60,-160,-831
-81,-302,-632
-29,-42,-589
-35,136,-726
66,35,-759
-83,50,-765
-11,121,-741
62,130,-862
68,-39,-796
-64,-134,-591
-72,-21,-476
3,93,-640
29,-40,-802
-78,-89,-845
-19,85,-730
37,115,-810
72,-46,-786
-37,-31,-618
-7,-9,-509
-15,154,-692
37,25,-817
-42,-87,-808
-7,39,-732
-42,152,-831
89,-122,-812
-52,-251,-609
-21,39,-550
-29,197,-698
101,29,-858
-76,-27,-815
3,40,-774
-15,187,-810
50,-70,-837
-70,-204,-624
-74,-99,-530
-23,117,-694
0,56,-827
-58,-39,-772
-48,64,-673
-1,156,-794
64,-27,-813
25,-175,-659
-29,-19,-509
25,142,-612
60,13,-755
-25,-111,-817
-21,-13,-700
-11,158,-776
81,80,-804
19,-165,-689
-66,-31,-497
-19,128,-583
46,58,-813
-60,-44,-862
-44,-33,-767
-40,134,-788
97,-44,-872
13,-148,-759
